id,lon,lat
3875476021,-122.9582997,49.2121956
3875477090,-122.958733,49.2118161
3875483157,-123.012328,49.2293845
3875483158,-123.011573,49.229351
3875500171,-123.03061,49.2377688
3875500172,-123.032291,49.2379886
3875500173,-123.031248,49.2380077
3875500174,-123.031591,49.2381648
3879222562,-123.138459,49.3271206
3879222564,-123.13826,49.3268512
3892520724,-123.131856,49.2772217
3929877452,-123.075442,49.210762
3929877798,-123.07691,49.2112686
3929877799,-123.076553,49.2112449
3932734579,-123.128913,49.2787939
3940288957,-123.113639,49.2791748
3947265000,-123.124511,49.2796547
3960268575,-123.057397,49.2848738
4079497802,-123.0653234,49.244926
4079497803,-123.065207,49.2473103
4079497804,-123.065136,49.2499034
4079497805,-123.066231,49.2527611
4079497806,-123.067593,49.2538562
4079497807,-123.0699333,49.2620065
4079497808,-123.069907,49.2631861
4079497809,-123.069855,49.264873
4079497810,-123.069814,49.2665616
4079497811,-123.069763,49.2683871
4079497812,-123.069743,49.2702527
4079497813,-123.069695,49.271742
4079497814,-123.069625,49.2752884
4079497815,-123.069971,49.2773743
4079497816,-123.070563,49.2790909
4079497817,-123.0705546,49.280851
4084222893,-123.1216349,49.2787968
4089532180,-123.10022,49.2731628
4100881819,-123.117805,49.284085
4100887897,-123.117049,49.2845564
4100887898,-123.119615,49.2828859
4100889699,-123.11683,49.2847082
4100889701,-123.121308,49.2817847
4108978494,-123.0731017,49.2485603
4108981590,-123.0650354,49.2447875
4108981591,-123.0620447,49.2438295
4108981690,-123.07288,49.2489057
4108981895,-123.075871,49.2496529
4108981896,-123.0656211,49.2455259
4108991393,-123.064591,49.2447617
4119288323,-122.9976,49.254558
4119288324,-123.003619,49.2545012
4119288325,-123.004536,49.2541045
4122884390,-122.943856,49.1873686
4141243828,-123.120419,49.2860635
4144870370,-122.95291,49.2802764
4144870371,-122.9967772,49.2808852
4144973793,-122.946774,49.2781425
4145151271,-123.095254,49.3215306
4145180330,-123.094927,49.3211491
4145205085,-123.159652,49.328546
4164839463,-123.114601,49.2845491
4164839464,-123.115214,49.2848046
4166739460,-123.10775,49.2807119
4175141371,-123.118566,49.2828534
4182084619,-123.03363,49.2607704
4182084620,-123.033928,49.2605372
4183935589,-123.112373,49.2838128
4206292689,-123.1340238,49.300656
4207863973,-123.1338304,49.3005575
4213266193,-123.185179,49.2380959
4213285690,-123.185221,49.2350599
4216587772,-123.112492,49.2830202
4219791142,-122.947642,49.187027
4225958021,-123.111091,49.280833200000004
4230714104,-123.170358,49.2420603
4230812304,-123.185246,49.2331326
4230812306,-123.170112,49.2415999
4230812310,-123.167868,49.2533812
4230812348,-123.1773693,49.2684256
4230812349,-123.065811,49.2848122
4230812350,-123.063106,49.2848815
4230812351,-123.061243,49.2847475
4230812354,-123.077293,49.2134395
4230812355,-123.077457,49.2250802
4230812356,-123.076792,49.2251905
4230812360,-123.102726,49.2487511
4230812511,-123.168146,49.2617683
4230812548,-123.186065,49.2612425
4230812551,-123.185375,49.2401621
4230812552,-123.1454786,49.2692183
4230812553,-123.146962,49.2723729
4230812554,-123.076949,49.2130626
4230812555,-123.075843,49.2401337
4230812558,-123.105427,49.2489367
4230812699,-123.179339,49.2348602
4230812700,-123.173625,49.2346897
4230812709,-123.167906,49.2498358
4230812717,-123.168485,49.2662809
4230812750,-123.0983098,49.2812057
4230812751,-122.950813,49.3260942
4230812766,-123.106076,49.2827477
4230812767,-123.146054,49.2680855
4230812768,-123.036873,49.2812333
4230812769,-123.032727,49.2812399
4230812770,-123.077241,49.2323828
4230812793,-123.185964,49.2348419
4230812802,-123.167679,49.2530685
4230812815,-123.168299,49.2661594
4230840510,-123.101436,49.2333307
4230840511,-123.101956,49.2332232
4230840513,-123.033366,49.2365853
4230840514,-123.04171,49.2448997
4230840515,-123.056794,49.2503165
4230853091,-123.187827,49.2347059
4230853096,-123.167747,49.248502
4230853098,-123.167714,49.2494429
4230853102,-123.168348,49.261896
4230853117,-123.166964,49.1932256
4230853125,-123.0410314,49.2359459
4230853126,-123.122824,49.2881559
4230853130,-123.1003565,49.281441
4230853131,-123.0990652,49.2812159
4230853138,-123.032506,49.3054535
4230853140,-123.1500057,49.2680254
4230853141,-123.185369,49.2439437
4230853142,-123.059084,49.2847405
4230853143,-123.043452,49.2810246
4230853909,-123.168291,49.2580691
4230853929,-123.17470900000001,49.1912842
4230853951,-123.041416,49.2198452
4230853954,-123.04125,49.2243651
4230853958,-123.04095,49.2250744
4230853964,-123.0369971,49.2331825
4230853967,-123.037519,49.2347917
4230853971,-123.128713,49.2899066
4230853974,-123.0997105,49.2827086
4230853986,-123.15947,49.2681564
4230853987,-123.11162,49.2850238
4230853988,-123.103651,49.282325
4230854004,-123.185535,49.2311551
4230854011,-123.170368,49.2382687
4230854044,-123.1403604,49.2088983
4230854050,-123.140528,49.2135749
4230854069,-123.184311,49.2599333
4230854071,-123.1854,49.2383322
4230854073,-123.076844,49.2186057
4230854074,-123.077114,49.2256714
4230854293,-123.168582,49.2486309
4230854317,-123.0989104,49.282208
4230854318,-123.102974,49.2833024
4230854326,-123.109504,49.2836674
4230854327,-123.185387,49.2420658
4230854328,-123.185344,49.2459496
4230854329,-123.070775,49.2838325
4230854330,-123.023351,49.266147
4230854331,-123.07659,49.2399254
4230855393,-123.19,49.2348541
4230855396,-123.185249,49.230976
4230855402,-123.170176,49.2377316
4230855403,-123.170107,49.2455341
4230855412,-123.16847,49.2681173
4230855437,-123.1408717,49.2139043
4230855444,-123.119969,49.2872881
4230855462,-123.1733424,49.2683769
4230855463,-123.1546061,49.2680942
4230855464,-123.0866932,49.2820424
4230855465,-123.069942,49.2838538
4230855466,-123.185508,49.2360966
4230855467,-123.18533,49.2477799
4230855468,-123.181985,49.2686549
4230855470,-123.081765,49.2826497
4230855473,-123.077877,49.2254242
4230855475,-123.109219,49.2432775
4230855476,-123.108869,49.2426089
4230855478,-123.110631,49.2490694
4230862894,-123.168394,49.2601909
4230862908,-123.0429966,49.2332675
4230862909,-123.043239,49.2325775
4230862910,-123.0363603,49.2338699
4230862915,-123.125172,49.2888597
4230862926,-123.03165,49.3059614
4230862940,-123.1862861,49.2687226
4230862941,-123.1910567,49.2688038
4230862943,-123.145177,49.2679525
4230862945,-123.1555992,49.2682413
4230862946,-123.0435026,49.2856287
4230862947,-123.0442552,49.2808238
4230862948,-123.044661,49.2812136
4230863017,-123.091189,49.2330192
4230863018,-123.126874,49.233809
4230863019,-123.124222,49.2339131
4230863020,-123.11741,49.2334773
4230863021,-123.107457,49.2331452
4230863022,-123.105225,49.2330602
4230863023,-123.046958,49.2369332
4230863028,-123.005577,49.230599
4230864410,-123.0355437,49.2343721
4230864417,-122.969806,49.316049
4230864418,-122.968195,49.3158205
4230864421,-123.03185,49.3061676
4230864424,-123.122301,49.2796234
4230864426,-123.160243,49.2683379
4230864427,-123.1457359,49.2685317
4230864428,-123.065059,49.2847793
4230864430,-123.023327,49.2723495
4230864432,-123.023335,49.269568
4230864433,-123.023842,49.2691745
4230864434,-123.101732,49.2405619
4230864435,-123.104938,49.2405163
4230864436,-123.1166941,49.2489132
4230866540,-123.101518,49.2488435
4230866541,-123.10086,49.2491038
4230866542,-123.101901,49.2329772
4230866543,-123.090478,49.2334162
4230866547,-123.042608,49.2446378
4230866548,-123.049159,49.2505754
4230866549,-123.050442,49.2507705
4230866552,-123.0577403,49.2415561
4230866595,-123.170538,49.2496989
4230866607,-123.186477,49.258094
4230866610,-123.1661912,49.1921039
4230866611,-123.1601178,49.1932902
4230866636,-123.102237,49.2807453
4230866637,-122.949168,49.3264804
4230866642,-123.1780729,49.2685771
4230866643,-123.035577,49.281039
4230866644,-123.023841,49.2718944
4230867211,-123.09089,49.2327827
4230867212,-123.0348439,49.2353535
4230867213,-123.0380371,49.2352644
4230867214,-123.0418907,49.2357845
4230867215,-123.033794,49.2329226
4230867225,-123.145893,49.2343478
4230867226,-123.142883,49.2343057
4230867227,-123.130109,49.2339243
4230867228,-123.120479,49.2335572
4230867230,-123.098709,49.2329327
4230867231,-123.084415,49.2327159
4230867232,-123.054838,49.232760999999996
4230867233,-123.048389,49.2327121
4230870390,-123.1735,49.2348384
4230870395,-123.1682014,49.2602987
4230870422,-123.0361811,49.2344726
4230870431,-123.123706,49.2885672
4230870439,-123.150812,49.2681896
4230870440,-123.077244,49.2184248
4230870791,-123.101147,49.2485007
4230870792,-123.090687,49.2325974
4230870793,-123.08968,49.2329804
4230870794,-123.0339649,49.2362501
4230870795,-123.0490364,49.2378351
4230870797,-123.021978,49.2325579
4230870800,-123.072601,49.2326094
4230870801,-123.061775,49.2328179
4230870900,-123.100673,49.2487309
4230870901,-123.128718,49.2340951
4230870903,-123.049093,49.2445537
4230870904,-123.005703,49.2296318
4230870907,-123.145174,49.2345454
4230870909,-123.05853,49.2327756
4230870910,-123.045677,49.2328786
4230870911,-123.039858,49.2328797
4230871000,-123.090107,49.2327576
4230871001,-123.111297,49.2334492
4230871002,-123.106127,49.2332872
4230871003,-123.0426316,49.2442357
4230871005,-123.029656,49.2321449
4230871008,-123.080802,49.232669
4230871009,-123.069798,49.2325481
4230871090,-123.101594,49.2327999
4230871091,-123.019461,49.2326913
4230871094,-123.111645,49.233274
4230871196,-123.185726,49.2345634
4230871199,-123.026111,49.2320846
4230871200,-123.024001,49.2324145
4230871201,-123.007521,49.2309707
4230871206,-123.148862,49.234411
4230871208,-123.051323,49.2327037
4230886090,-123.170306,49.2458357
4230886093,-123.148166,49.1920118
4230886107,-123.099956,49.2782522
4230886192,-123.042898,49.2361266
4230886302,-123.116515,49.2834865
4230886303,-123.113423,49.2855358
4230886498,-123.121764,49.2864096
4230886502,-123.120524,49.2808292
4230886505,-123.030387,49.28103
4230888593,-123.105724,49.2793393
4230888689,-123.0415572,49.2248288
4230888691,-123.114978,49.2845055
4230891689,-123.080775,49.2826415
4230891690,-123.0766208,49.2830114
4230891691,-123.1741998,49.2685444
4230891692,-123.076861,49.2402874
4230893192,-123.094207,49.2328714
4230893193,-123.087419,49.232791399999996
4231055994,-123.002821,49.2261099
4231055995,-123.002639,49.2258743
4231055996,-123.003337,49.2261745
4231055997,-123.026499,49.2224636
4231055998,-123.032205,49.2234665
4231056002,-123.062021,49.2250572
4231056004,-123.182534,49.2348382
4231056005,-123.065454,49.2330669
4231064790,-123.002552,49.225994
4231064791,-123.045424,49.2248192
4231064792,-123.049843,49.2247096
4231064794,-123.177424,49.2641591
