id,latitude,longitude,price,minimum_nights,reviews_per_month,rate,num_bedroom,num_skytrain,num_bustop,num_restaurant,num_parks,num_market,dis_skytrain,dis_bustop,dis_restaurant,dis_parks,dis_market
51656840,49.27818,-123.1205,339,1,5.07,4.86,1,6,42,124,7,5,417.64,107.15,129.31,169.69,100.47
51657992,49.25068,-123.07965,110,3,0.46,4.78,1,0,18,20,3,3,1458.62,147.49,76.72,267.74,187.71
51659675,49.2781,-123.10608,181,1,3.91,4.67,1,6,28,33,8,1,275.26,109.91,170.21,125.7,252.85
51671718,49.27402,-123.15025,375,3,0.23,4.8,2,0,6,18,2,1,2057.17,215.04,156.47,414.24,451.52
51694092,49.28981,-123.04691,135,5,1.1,4.83,1,0,7,0,6,0,3372.18,116.4,949.66,258.01,1147.98
51712984,49.27804,-123.12067,270,5,1.58,4.91,2,6,42,126,7,6,399.62,109.46,132.79,167.29,99.79
51728523,49.27885,-123.10595,218,1,7.84,4.81,1,7,34,45,8,3,251.31,56.82,120.07,112.79,199.37
51740937,49.28832,-123.12298,326,1,0.36,5.0,2,6,31,77,6,3,376.47,21.47,49.64,234.4,103.14
51744891,49.25902,-123.08134,160,2,2.86,4.95,1,2,9,0,3,0,773.78,267.78,619.52,317.33,712.28
51745176,49.271172,-123.176331,275,5,1.18,5.0,1,0,6,0,4,1,3966.3,314.54,504.16,52.67,495.96
51751196,49.269785,-123.0641753,179,2,5.03,4.98,1,2,6,29,3,3,822.0,391.13,383.11,280.41,417.93
51753888,49.27925,-123.10998,529,2,3.94,4.73,2,7,39,43,8,3,51.24,87.91,100.53,83.13,153.87
51755157,49.20967,-123.14499,133,2,3.1,4.68,2,0,12,14,3,1,1449.03,321.29,336.37,338.24,303.52
51763960,49.27409,-123.04906,130,1,3.81,4.93,1,0,6,0,1,0,1706.52,349.21,596.19,420.34,597.96
51786963,49.2635,-123.09994,221,4,2.89,4.98,1,0,26,35,1,3,1059.81,29.75,10.13,294.82,58.06
51802018,49.22788,-123.03137,287,2,7.06,4.86,2,0,14,8,0,1,1166.24,65.76,422.22,712.56,484.49
51806219,49.27846,-123.10652,253,3,2.83,4.77,1,8,32,35,8,2,227.75,73.05,119.2,148.47,201.71
51819596,49.25602,-123.1761,187,1,4.39,4.7,2,0,6,0,3,0,4438.91,185.46,638.05,332.72,782.62
51844910,49.28059,-123.10982,260,2,3.55,4.64,2,7,49,59,7,3,137.59,96.08,48.93,178.93,142.1
51869906,49.23589442335483,-123.07605636738684,101,30,1.57,5.0,1,0,16,0,1,0,2010.29,101.71,755.18,294.02,795.78
51871378,49.27833,-123.10575,109,30,0.2,4.75,1,7,31,41,8,3,284.31,109.35,166.21,95.0,248.73
51871971,49.2805,-123.10714,234,4,1.35,4.86,1,7,40,56,8,4,199.54,45.41,16.56,175.54,95.78
51881533,49.26745,-123.09761,194,2,0.54,5.0,1,2,16,17,2,0,666.57,152.81,248.81,159.68,528.61
51884205,49.26994,-123.1839,639,4,0.79,5.0,3,0,9,5,4,2,4526.75,189.03,167.53,305.99,190.77
51888235,49.23647,-123.08041,162,30,1.76,4.79,3,0,14,0,1,0,2210.66,244.98,787.15,426.02,1066.78
51888662,49.26018,-123.1552,186,3,2.54,4.82,1,0,17,11,3,2,2895.68,154.35,194.69,205.34,306.78
51890015,49.23888,-123.08173,182,2,2.23,4.75,2,0,11,0,2,0,2144.23,179.72,867.79,335.78,808.43
51911331,49.28003,-123.10926,364,2,3.2,4.69,4,8,41,49,9,3,70.37,133.22,46.4,166.83,82.11
51937252,49.2814,-123.1179,486,3,3.41,4.85,2,8,59,96,5,5,130.31,22.9,48.17,246.76,120.01
51939685,49.25369,-123.18446,275,7,2.37,5.0,2,0,8,4,1,0,5006.5,63.06,256.48,471.65,604.56
51977761,49.24236,-123.07909,188,2,1.33,4.65,2,0,13,0,1,0,1803.23,188.86,810.71,459.24,757.65
51980073,49.25188,-123.096,85,30,0.57,4.8,1,0,15,16,2,1,1470.38,351.58,345.51,125.9,417.48
51982771,49.26313,-123.17929,111,30,0.39,5.0,1,0,14,23,1,2,4352.55,153.31,117.0,481.64,168.07
51988204,49.28082,-123.10864,517,3,3.3,4.81,2,7,45,57,8,3,165.44,56.57,58.27,189.81,104.88
52014961,49.226768,-123.071358,199,1,2.15,4.8,2,0,21,5,2,3,2648.0,175.43,390.41,347.59,392.35
52052930,49.279301,-123.107849,322,3,3.56,4.88,2,8,33,40,9,3,106.6,59.23,32.78,212.68,73.6
52053918,49.27856,-123.0335,316,2,1.34,4.83,2,0,13,1,2,0,1984.82,135.36,498.27,454.61,860.99
52055809,49.27932,-123.10776,341,1,1.55,4.83,3,8,34,40,9,3,112.84,62.17,26.04,205.91,73.72
52078383,49.226768,-123.071358,241,1,0.38,5.0,3,0,21,5,2,3,2648.0,175.43,390.41,347.59,392.35
52086928,49.2094,-123.0703,266,4,2.14,4.95,2,0,12,0,0,0,3390.15,197.15,1271.92,699.8,1867.6
52112673,49.28781,-123.12937,110,30,0.51,4.9,1,2,20,69,3,3,733.94,28.14,18.32,208.98,348.6
52122417,49.24202,-123.09789,146,30,0.22,4.75,2,0,9,8,2,1,1526.11,177.29,235.16,466.09,416.4
52164791,49.28692,-123.12787,113,30,0.15,4.67,1,3,22,68,4,3,601.4,35.36,42.45,206.85,266.1
52172680,49.24699,-123.10573,259,1,1.48,5.0,1,1,11,22,2,3,772.36,217.58,313.15,314.63,310.98
52202007,49.27766,-123.10818,325,1,0.29,4.83,3,8,23,22,6,1,209.95,51.66,197.43,173.28,253.05
52239994,49.27888488769531,-123.1220703125,142,30,0.53,4.9,1,6,43,126,6,6,470.5,33.07,7.42,247.56,38.59
52246368,49.26967,-123.10033,244,1,2.9,5.0,1,2,43,14,4,1,387.31,28.02,91.51,300.02,423.77
52248459,49.27794,-123.13074,309,2,3.44,4.89,1,1,30,65,4,4,744.27,40.02,45.89,320.57,135.36
52257213,49.26669,-123.10033,327,2,4.17,4.86,2,2,25,29,2,2,718.63,23.76,48.89,355.47,410.09
52258731,49.28068,-123.10356,212,2,2.23,4.7,1,7,42,69,6,3,440.86,39.53,61.09,129.06,222.1
52262826,49.25556,-123.09243,120,7,0.65,4.92,2,0,10,12,3,0,1494.62,184.75,202.14,236.34,769.07
52268129,49.24715,-123.10489,351,5,1.29,4.38,3,1,12,26,1,3,825.42,202.46,258.22,367.63,250.79
52270025,49.28257073605179,-123.12608995207462,506,4,0.81,4.94,2,5,33,98,4,4,541.35,104.67,65.26,217.67,93.1
52290090,49.23855,-123.08754,128,2,2.57,4.66,1,0,12,0,2,0,2194.47,201.84,610.77,283.85,601.67
52300451,49.27195,-123.12952,162,2,7.57,4.89,2,1,9,16,7,2,622.9,237.34,281.72,61.14,387.08
52319518,49.2781,-123.10615,286,3,3.36,4.76,1,6,28,33,8,1,270.95,105.09,167.39,130.41,249.89
52322712,49.27377,-123.12848,190,1,0.44,4.78,1,1,25,41,6,4,484.58,88.12,127.34,155.72,201.78
52383437,49.27776,-123.13194,100,30,0.51,4.88,1,1,27,58,2,4,811.39,50.69,21.69,285.77,158.42
52385091,49.282501,-123.103249,386,7,4.13,5.0,1,5,37,61,6,3,558.94,35.12,49.69,130.63,239.75
52389678,49.27802,-123.13082,288,1,5.5,4.75,2,1,30,64,3,4,753.8,39.8,42.3,327.4,145.2
52406989,49.27424,-123.13379,533,3,3.54,5.0,2,1,10,20,6,2,862.86,148.99,68.06,163.39,269.34
52410635,49.26074,-123.09872,144,2,0.9,4.94,1,0,26,38,2,4,1169.38,135.46,98.49,413.33,215.71
52439913,49.2761,-123.13197,61,30,0.44,4.67,1,1,24,41,4,4,750.56,95.47,124.84,101.3,133.55
52444764,49.2466,-123.06222,94,1,5.84,4.68,1,1,15,18,2,1,491.36,230.76,252.94,329.63,396.13
52446690,49.21347,-123.1018,231,3,0.7,4.86,2,0,12,0,0,0,1181.33,50.16,597.23,551.74,1119.61
52466337,49.28772,-123.1247,289,2,3.8,4.72,1,6,33,72,6,3,423.32,68.29,71.06,135.18,193.49
52470977,49.27627,-123.13246,229,1,2.36,4.71,1,1,23,42,4,3,789.58,89.57,141.05,123.15,157.48
52471789,49.28454890148651,-123.06196318316898,214,3,0.32,5.0,1,0,16,19,4,0,2426.06,56.71,57.93,111.63,576.37
52474433,49.2701793,-123.1548103,277,2,3.57,5.0,1,0,12,37,0,2,2435.99,222.97,101.08,508.92,164.29
52475121,49.21847,-123.09666,594,2,2.34,4.34,5,0,10,3,0,0,1656.56,369.7,359.53,506.06,758.01
52479392,49.278687,-123.10746,368,3,3.3,4.57,2,8,29,32,9,2,155.82,32.08,75.2,214.49,147.28
52491262,49.24671,-123.05463,169,1,7.55,4.93,2,2,13,0,2,0,210.76,210.76,553.43,189.92,652.66
52496643,49.24984,-123.10131,558,2,2.38,4.18,4,0,14,28,2,2,1056.5,88.14,10.16,324.85,38.15
52515788,49.27837,-123.10627,223,1,2.95,4.75,1,7,32,37,7,2,248.45,90.96,137.77,131.32,220.58
52516564,49.280945,-123.124832,150,30,0.42,5.0,2,5,40,99,5,4,480.94,69.31,14.91,108.45,141.24
52519128,49.2711,-123.03672,132,3,3.06,4.82,1,0,7,1,1,0,1184.61,226.7,288.51,437.33,649.96
52537990,49.27967,-123.12047,311,2,2.24,4.75,1,8,43,109,5,4,338.93,128.72,29.55,138.9,144.58
52554167,49.28112,-123.10627,217,3,3.59,4.82,1,7,42,59,7,4,292.1,65.07,90.88,137.74,172.8
52563323,49.28341,-123.10408,250,110,0.75,5.0,1,5,37,54,6,3,585.66,81.11,19.13,188.62,243.6
52572961,49.29081,-123.04819,139,2,4.62,4.98,1,0,7,0,6,0,3430.15,229.13,1052.9,149.73,1195.89
52585480,49.2446,-123.10432,57,1,5.21,4.66,1,1,14,20,3,2,978.23,235.28,220.76,251.86,202.28
52587702,49.24449,-123.18519,150,30,0.24,4.25,1,0,9,8,1,1,5061.62,9.53,113.25,247.22,423.06
52594124,49.26975,-123.14841,120,30,0.49,5.0,2,0,11,35,2,1,1995.29,220.75,123.75,263.46,457.43
52596989,49.27219,-123.10245,375,21,0.25,5.0,2,3,43,13,7,1,180.67,142.99,148.68,73.03,304.12
52613490,49.274403,-123.130981,125,30,0.3,4.75,1,1,18,30,3,3,658.61,95.03,1.66,118.21,113.0
52620322,49.25254,-123.11116,209,2,4.92,4.88,2,1,8,15,1,1,504.79,296.31,330.37,402.1,362.94
52638952,49.26742,-123.09996,100,30,0.31,5.0,1,2,17,19,3,1,638.38,102.31,134.37,327.43,491.4
52640140,49.27964,-123.108856,334,2,5.33,4.89,2,7,38,44,9,3,42.59,105.65,17.88,172.89,61.62
52641610,49.2755,-123.12565,250,30,0.2,4.67,1,2,34,85,7,7,292.0,98.07,92.11,169.13,106.1
52666432,49.210186,-123.141876,264,1,8.93,4.75,2,0,15,17,2,1,1539.0,89.86,108.76,388.14,127.13
52669221,49.27873,-123.12615,99,30,0.18,4.67,1,4,34,94,2,7,558.71,108.85,66.98,209.77,323.66
52671247,49.27881,-123.10989,452,2,1.87,4.77,2,8,34,39,7,3,77.71,58.23,130.17,96.17,178.41
52672845,49.28035,-123.12513,170,1,3.15,4.7,1,4,39,92,5,4,527.31,89.41,26.91,85.71,207.74
52704078,49.272354,-123.156494,312,3,2.41,4.98,1,0,8,21,1,2,2521.12,85.7,92.74,322.54,119.9
52721235,49.27994,-123.12292,245,1,4.26,4.63,1,6,45,110,5,5,419.69,57.06,34.36,252.22,169.67
52722088,49.27074,-123.10981,169,30,0.35,5.0,2,6,4,12,5,1,631.26,192.38,142.27,65.65,279.61
52740677,49.28224,-123.02616,279,3,2.76,5.0,3,0,21,4,0,0,2127.82,83.4,141.58,523.31,694.87
52741834,49.24223,-123.04169,146,1,2.17,4.6,2,2,18,0,1,0,377.87,173.34,665.79,453.19,756.4
52751384,49.27389,-123.12902,250,4,2.64,5.0,1,1,23,40,5,4,521.18,129.5,153.06,157.7,196.87
52760617,49.26875,-123.17022,150,20,0.62,4.89,1,0,12,9,3,0,3563.92,96.73,40.04,173.95,505.65
52762458,49.26749,-123.04195,254,2,1.65,4.93,2,2,8,6,1,1,979.95,159.82,208.13,472.87,356.96
52772627,49.28634,-123.133,170,30,0.28,5.0,1,1,16,48,3,5,959.5,281.75,274.15,119.37,414.08
52774096,49.23838,-123.04319,141,2,1.33,4.88,1,2,14,6,1,1,677.76,251.46,260.07,481.68,443.27
52780922,49.2607,-123.0629,146,3,3.11,4.8,2,2,11,6,0,0,468.96,182.75,444.67,533.75,665.76
52781880,49.278488,-123.129669,218,1,5.45,4.81,1,2,34,74,4,5,714.27,36.56,102.03,343.32,201.56
52795536,49.26934,-123.09995,255,2,1.72,4.94,2,2,39,13,3,1,425.43,45.04,137.1,341.62,461.02
52812461,49.28264,-123.10055,323,2,4.39,4.74,2,4,31,58,6,2,730.63,60.94,153.77,199.15,159.51
52820683,49.28023,-123.12441,300,3,3.54,5.0,1,5,38,94,5,3,487.85,64.39,53.05,139.44,223.76
52823029,49.271198,-123.176323,200,30,0.3,5.0,1,0,6,0,4,1,3965.45,317.49,505.39,49.72,498.04
52825942,49.26769,-123.10049,140,30,0.4,5.0,1,2,16,18,2,0,607.4,112.75,106.06,369.75,518.41
52826298,49.278667,-123.12056,110,30,0.6,5.0,1,6,44,125,6,5,445.62,79.3,83.52,148.04,82.04
52843026,49.27164,-123.15202,226,4,2.32,4.98,1,0,10,39,1,1,2208.46,93.48,194.8,436.39,236.23
52855864,49.26181,-123.03733,292,30,1.19,4.86,3,2,15,2,0,0,330.47,10.99,290.84,557.62,1032.04
52862090,49.27272,-123.03632,99,14,1.13,4.86,1,0,7,1,1,0,1355.54,190.25,431.05,413.53,625.89
52899123,49.27459,-123.12567,160,30,0.27,5.0,1,1,25,68,7,6,273.2,148.09,8.89,194.05,22.07
52906769,49.27288,-123.03578,122,3,2.89,4.79,1,0,8,1,1,0,1366.94,149.53,435.66,380.82,590.81
52907497,49.26189,-123.1795,191,1,5.81,4.97,2,0,16,21,1,1,4409.21,286.13,242.96,406.34,299.49
52922381,49.26872,-123.14232,154,30,0.44,4.88,2,0,17,27,5,1,1616.25,96.22,142.17,213.69,109.23
52956334,49.2699,-123.10042,179,2,0.38,5.0,1,2,42,15,4,1,361.65,49.75,66.29,283.55,411.26
52972435,49.27429,-123.11537,156,30,0.3,4.8,1,5,14,44,5,2,474.9,67.29,148.11,133.66,360.34
52994683,49.28607,-123.13631,124,3,2.55,4.42,1,0,19,56,6,3,1197.35,198.83,289.28,54.95,186.81
53009047,49.27476,-123.11566,325,2,0.3,4.2,1,5,16,50,5,2,453.73,61.55,101.48,131.74,338.95
53016999,49.278667,-123.12056,200,31,0.61,5.0,1,6,44,125,6,5,445.62,79.3,83.52,148.04,82.04
53026140,49.26935,-123.06394,159,2,4.38,4.96,1,2,6,20,3,3,784.54,411.44,398.76,328.71,417.05
53029237,49.2678,-123.10022,118,2,6.06,4.81,2,2,15,17,2,0,595.38,97.26,119.15,352.95,525.98
53031169,49.27051,-123.11157,228,30,0.68,5.0,2,4,4,9,4,1,531.56,212.88,199.31,121.55,407.75
53031952,49.27491,-123.11612,115,183,0.39,5.0,1,5,16,57,6,2,421.72,40.05,104.26,111.02,307.39
53042652,49.245087,-123.061363,227,2,3.5,4.79,3,1,16,19,2,1,532.91,148.33,140.44,205.15,226.92
53045938,49.28093,-123.10893,185,7,5.12,4.96,1,7,46,58,8,3,172.58,59.38,78.78,167.58,124.63
53046207,49.28732,-123.1257,124,26,0.56,5.0,1,5,30,70,7,3,466.07,20.31,86.83,98.64,172.33
53052416,49.262623,-123.073257,125,30,0.29,4.8,2,3,25,18,3,1,312.44,36.97,175.8,53.42,369.14
53053077,49.27105,-123.10117,242,2,2.98,4.9,1,2,44,10,6,1,239.64,51.9,75.18,209.07,349.58
53062333,49.26663,-123.13379,265,30,0.29,5.0,1,0,23,20,6,0,1231.54,100.0,330.18,260.4,670.67
53063505,49.27372,-123.14707,611,3,0.57,4.91,3,0,4,9,3,0,1827.93,150.0,120.61,255.77,639.29
53063850,49.27699,-123.09089,209,4,2.38,4.95,1,2,11,1,5,0,621.34,55.32,462.38,237.59,846.5
53066164,49.283146,-123.103371,797,2,3.13,4.8,1,5,36,57,5,3,599.45,33.64,11.7,180.09,283.49
53067446,49.28014,-123.12102,221,1,2.83,4.86,1,8,42,107,5,5,311.93,84.66,47.93,198.27,162.09
53082021,49.27509,-123.11849,198,30,0.94,4.83,1,5,22,64,8,4,255.25,92.81,19.37,89.28,145.78
53094754,49.27151,-123.16727,338,3,1.21,4.7,2,0,10,9,5,0,3308.39,112.09,337.51,68.96,814.87
53107198,49.26848,-123.09997,298,2,5.16,4.89,2,2,14,14,2,1,520.68,23.15,136.13,360.24,499.17
53112643,49.26244,-123.14222,139,1,9.73,4.79,1,0,22,32,6,1,1978.25,187.88,118.87,140.12,490.57
53130366,49.22899,-123.10397,161,1,5.87,4.91,1,1,16,4,1,1,930.48,184.83,413.39,415.27,340.3
53141549,49.28075,-123.12408,117,30,0.3,5.0,1,5,41,96,5,4,439.33,125.74,44.92,157.34,174.01
53151153,49.278992,-123.108124,396,2,5.09,4.72,2,8,33,33,9,3,97.22,29.01,66.34,217.54,104.93
53155317,49.26802,-123.10011,254,2,4.96,4.8,1,2,15,16,2,0,571.21,72.39,121.58,351.43,517.91
53156613,49.27834,-123.12816,142,30,0.39,5.0,2,2,35,76,3,7,620.22,59.6,37.74,288.86,241.47
53158563,49.28761,-123.13217,183,30,0.35,5.0,3,1,19,72,2,4,922.57,157.27,144.14,40.56,275.25
53159167,49.27203,-123.11067,142,30,2.27,4.86,2,5,4,9,5,1,709.19,342.39,298.31,15.74,372.92
53172876,49.28555679321289,-123.12384796142578,220,30,0.23,4.67,1,6,38,88,5,4,292.64,141.89,4.37,140.41,66.75
53174480,49.23862,-123.05881,135,1,10.42,4.85,1,0,18,25,0,1,1103.34,126.08,360.69,586.92,497.84
53188087,49.26628,-123.06967,156,1,5.28,4.95,2,3,16,26,3,4,379.88,33.01,12.22,213.55,156.42
53188469,49.278839111328125,-123.1073989868164,428,2,2.72,4.94,3,8,30,33,9,2,151.99,38.14,58.19,201.74,133.17
53192345,49.268883,-123.101006,209,2,0.89,4.94,1,2,16,16,3,1,476.49,22.57,99.21,311.36,411.69
53204972,49.25384,-123.11282,172,1,2.37,4.94,1,1,9,18,1,1,562.76,178.34,159.63,248.94,193.49
53221393,49.27345,-123.11446,368,15,2.47,4.8,2,3,10,17,5,2,553.5,84.89,227.56,19.73,430.36
53221676,49.26567,-123.06469,160,2,1.52,4.68,2,2,16,19,2,3,409.42,359.38,350.99,160.3,360.34
53223007,49.27353,-123.10005,194,30,0.4,5.0,2,3,41,10,7,0,50.78,22.77,223.3,72.68,532.22
53230371,49.24618,-123.10439,177,2,4.48,4.86,1,1,12,23,3,3,894.72,233.62,212.64,329.34,231.12
53236759,49.27784,-123.12782,295,30,1.77,4.88,1,2,34,79,3,6,564.78,35.6,13.79,297.48,224.28
53239738,49.26959,-123.102,220,2,3.41,4.9,1,2,18,16,3,1,411.9,59.35,66.15,204.82,312.14
53240006,49.27993,-123.10522,252,1,3.09,4.66,3,7,39,60,8,3,302.6,72.68,88.29,24.64,211.63
53243648,49.27807,-123.12876,300,2,1.21,4.93,1,2,34,74,3,5,633.71,81.26,74.79,336.99,190.27
53253520,49.278992,-123.108124,450,2,5.96,4.94,2,8,33,33,9,3,97.22,29.01,66.34,217.54,104.93
53266421,49.24668,-123.09273,216,30,1.42,4.95,2,0,12,9,0,2,1699.56,180.87,178.71,644.88,308.46
53281286,49.270973,-123.148743,425,2,0.35,5.0,2,0,11,41,1,1,1987.03,179.38,80.54,207.79,479.5
53281559,49.26741,-123.15753,293,3,1.04,5.0,3,0,11,25,1,3,2703.47,163.41,71.97,431.23,112.79
53282868,49.27959,-123.12037,403,2,2.38,4.96,1,8,43,109,5,4,344.4,127.27,25.31,128.98,142.42
53296529,49.27174,-123.07181,188,2,1.02,5.0,1,1,15,40,4,5,845.52,153.45,146.31,217.43,241.29
53312417,49.26946,-123.10007,130,2,6.34,4.81,2,2,44,14,4,1,411.47,34.32,121.18,327.52,448.54
53312843,49.26969,-123.10193,130,2,6.2,4.86,2,2,20,16,3,1,399.82,62.51,70.88,201.12,312.68
53313024,49.27004,-123.10029,126,2,6.68,4.86,2,2,43,13,4,1,346.26,67.08,61.11,286.96,417.49
53313118,49.26779,-123.10126,118,2,6.51,4.79,2,2,16,20,2,1,599.21,104.4,54.34,396.89,469.31
53339583,49.23674,-123.16653,144,3,4.78,4.88,1,0,10,3,1,0,3645.78,235.59,411.77,399.67,517.49
53343134,49.23169,-123.0771,99,1,3.13,4.3,3,0,16,0,0,0,2404.93,77.71,819.64,563.88,692.23
53345266,49.22013,-123.08631,200,2,2.63,4.86,2,0,7,1,1,0,2268.06,347.03,378.05,424.59,657.64
53348746,49.26554,-123.09734,150,30,0.37,4.6,1,2,24,28,3,4,875.9,173.01,210.21,197.39,349.59
53367783,49.27388,-123.11406,495,2,0.77,4.43,2,4,11,17,6,2,573.82,46.64,171.67,69.57,459.36
53382359,49.278065,-123.047577,143,1,2.64,4.84,1,0,12,6,0,0,2132.7,243.44,333.96,571.36,695.37
53383620,49.2708,-123.10372,148,30,0.62,4.8,1,3,18,15,6,1,353.45,187.89,140.07,24.15,162.74
53383998,49.28212,-123.08309,162,1,3.14,4.82,1,0,15,4,0,0,1419.72,112.72,134.58,534.77,553.06
53385748,49.2885,-123.1227,320,2,5.9,4.82,1,6,30,75,6,3,381.01,39.3,41.92,217.8,79.07
53388647,49.2786,-123.10713,370,2,4.72,4.8,2,8,29,32,8,2,181.4,36.06,87.12,192.7,165.52
53395597,49.25218,-123.04947,181,3,1.5,4.88,2,3,10,0,2,0,636.51,171.88,589.28,381.88,1346.49
53401445,49.26671,-123.15096,239,21,0.35,5.0,1,0,16,41,1,2,2280.66,161.83,137.41,110.53,351.72
53418671,49.23316955566406,-123.05464935302734,200,2,4.1,4.88,2,0,17,0,0,0,1381.34,47.45,617.89,508.92,623.77
53421362,49.27717,-123.12793,242,2,5.69,4.88,1,2,37,83,4,6,526.05,79.51,73.49,280.72,186.32
53437636,49.24306,-123.06606,185,2,4.88,4.97,3,1,15,23,0,2,938.23,78.66,210.26,514.08,208.32
53446776,49.26675,-123.09764,150,30,0.48,5.0,1,2,25,21,3,3,740.4,132.65,215.87,162.18,455.75
53479392,49.26672,-123.17683,357,2,2.21,4.86,2,0,13,25,2,4,4078.7,193.65,261.04,201.96,271.47
53483895,49.24927,-123.05462,131,1,3.72,4.71,1,2,11,0,1,0,142.32,101.29,803.24,359.27,859.68
53514361,49.26039,-123.07146,116,3,2.47,4.77,1,3,23,13,5,0,235.25,138.4,105.58,314.49,517.03
53519115,49.27577,-123.11461,155,30,0.52,5.0,1,4,15,47,7,2,546.68,48.06,44.36,256.3,435.96
53521306,49.27894,-123.10852,206,1,7.55,4.9,1,8,34,34,9,3,76.72,47.85,77.06,189.51,114.13
53528307,49.27806,-123.12268,276,2,6.51,4.78,1,5,37,126,6,7,395.69,111.62,95.66,188.39,96.66
53531830,49.23982238769531,-123.0981674194336,130,30,0.48,5.0,1,0,10,6,1,0,1530.61,105.69,270.19,250.04,615.52
53572143,49.24541,-123.0627,196,1,4.41,4.9,2,1,16,19,2,1,586.28,155.05,116.14,308.05,272.31
53576801,49.27926,-123.10456,150,30,0.41,4.75,1,7,35,62,7,3,344.98,62.62,164.85,64.17,270.16
53577146,49.28283,-123.12451,188,30,0.55,4.63,1,6,36,89,6,3,428.49,40.59,52.75,276.34,74.98
53580140,49.23531,-123.04212,129,1,2.73,4.76,2,1,24,9,2,0,830.81,55.33,105.31,426.56,563.13
53589380,49.21329,-123.13759,138,3,4.0,4.95,1,0,13,15,1,0,1552.15,193.97,178.86,430.41,507.69
53595567,49.25038,-123.0999,501,3,0.79,5.0,3,0,15,27,2,2,1163.98,96.18,61.44,206.77,91.22
53596215,49.23287,-123.03256,153,2,3.11,4.93,1,1,25,34,4,2,614.51,89.79,20.76,308.38,78.77
53612566,49.26945,-123.10197,259,1,5.75,4.86,1,2,17,16,3,1,426.32,50.24,71.72,217.39,320.53
53623847,49.26072,-123.08679,386,2,3.67,4.86,3,1,10,15,3,2,794.25,179.52,207.7,377.44,297.95
53625046,49.27948,-123.12846,287,1,1.22,4.94,3,4,34,89,3,6,726.74,83.07,78.8,204.69,254.03
53625783,49.27867,-123.13049,282,2,1.88,4.78,1,2,31,68,4,4,773.96,26.54,107.61,376.68,214.51
53627965,49.27964019775391,-123.10885620117188,441,1,0.22,4.67,3,7,38,44,9,3,42.59,105.67,17.89,172.89,61.63
53628096,49.2502,-123.04452,172,30,0.69,4.75,2,3,14,1,2,0,673.97,34.8,200.56,233.65,1454.5
53633071,49.26965,-123.10027,148,30,3.41,4.78,1,2,43,14,4,1,389.65,28.98,95.6,304.91,428.56
53644738,49.23582,-123.04613,130,2,2.02,4.61,2,1,20,5,2,1,932.87,63.44,214.35,284.77,285.12
53650580,49.27182,-123.06724,205,2,3.93,4.99,1,1,10,41,2,5,990.39,168.47,157.63,41.57,323.11
53675968,49.27858,-123.1088,462,1,5.89,4.65,3,8,30,29,9,2,98.22,25.99,117.62,179.13,158.21
53720026,49.276817,-123.127129,255,30,3.3,4.89,1,2,38,91,4,5,455.92,14.51,40.23,217.52,238.38
53730855,49.28162,-123.10409,296,7,3.52,5.0,1,7,43,66,7,3,452.19,35.91,26.25,42.42,246.8
53756807,49.2325,-123.03907,300,2,2.74,4.73,4,1,33,23,0,2,844.71,71.11,289.86,529.69,395.71
53766103,49.27831,-123.12079,282,2,7.13,4.97,1,6,43,126,6,5,427.2,81.77,107.98,181.76,75.02
53772182,49.26703,-123.16064,549,4,0.63,4.91,4,0,11,18,0,2,2931.71,148.26,142.96,554.52,297.25
53802240,49.22336,-123.15089,233,5,2.22,4.76,2,0,12,1,0,1,2547.89,147.22,461.3,680.07,458.11
53812295,49.26575,-123.09905,300,6,0.27,5.0,1,2,24,29,2,3,829.3,130.02,87.01,296.31,316.36
53817474,49.22959,-123.02697,257,4,1.39,4.91,3,0,11,16,0,0,1030.15,284.31,255.21,511.81,523.17
53828673,49.25496,-123.11763,161,2,3.0,5.0,2,2,13,19,3,1,656.3,172.89,172.96,255.48,179.01
53833651,49.2147,-123.14397,109,1,5.29,4.98,1,0,18,13,2,0,2012.55,101.66,305.55,134.63,646.23
53835714,49.28999,-123.13831,135,30,0.3,4.8,1,0,17,79,8,6,1426.07,29.97,49.95,227.5,138.28
53837470,49.27222,-123.15986,209,4,0.96,4.93,1,0,9,14,3,2,2765.64,52.83,335.98,368.61,339.09
53862186,49.28859,-123.12614,125,30,0.3,4.5,1,4,23,71,5,3,564.18,76.34,94.8,182.86,269.07
53864196,49.27872,-123.1054,521,1,3.19,4.89,3,7,33,46,7,3,293.55,63.38,162.17,70.37,240.21
53868586,49.27991,-123.10842,504,2,4.4,4.87,3,7,38,46,9,3,86.13,101.55,21.47,213.25,20.7
53868643,49.23602,-123.08234,152,1,0.62,4.91,1,0,14,0,0,0,2353.25,388.99,639.63,566.47,972.21
53878626,49.279339,-123.106544,514,2,3.35,4.74,2,8,34,50,8,3,200.83,30.86,62.66,121.2,133.27
53896305,49.28038,-123.1219,272,2,2.76,4.78,1,8,44,106,5,4,332.26,89.02,16.93,266.84,193.85
53897185,49.27958,-123.1081,245,1,2.98,4.87,2,8,37,42,9,3,90.15,91.07,37.42,223.99,39.63
53905540,49.28657,-123.12507,286,2,2.71,4.98,1,5,35,76,6,4,395.02,29.92,46.43,4.53,77.35
53908651,49.28992,-123.13057,250,30,0.24,4.67,1,1,20,73,4,4,913.95,108.49,111.77,292.55,156.55
